,id_hdv,part_rec,party_memb,party_ocup,party_start,party_end
1185,2-91-33,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DISTRITAL ,2017 ,2019 
1186,2-91-34,1,PARTIDO POLÍTICO ACCION POPULAR ,COMITE NACIONAL ELECTORAL ,2014 ,2015 
1187,2-91-35,1, , , , 
1188,2-91-36,1, , , , 
1189,2-92-1,1,PARTIDO POLÍTICO TODOS POR EL PERU ,MIEMBRO DEL CEN ,2017 ,HASTA LA ACTUALIDAD
1190,2-92-2,1, , , , 
1191,2-92-3,1, , , , 
1192,2-93-1,1, , , , 
1193,2-93-2,1, , , , 
1194,2-93-3,1, , , , 
1195,2-93-4,1, , , , 
1196,2-93-5,1, , , , 
1197,2-94-1,1, , , , 
1198,2-94-2,1, , , , 
1199,2-94-4,1, , , , 
1200,2-95-1,1, , , , 
1201,2-95-3,1, , , , 
1202,2-95-4,1, , , , 
1203,2-96-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL ENERGIA COMUNAL AMAZONICA ,SECRETARIO REGIONAL DE POLITICA ,2011 ,2017 
1204,2-96-1,2,MOVIMIENTO REGIONAL O DEPARTAMENTAL ENERGIA COMUNAL AMAZONICA ,SECRETARIO REGIONAL PRENSA Y PROPAGANDA ,2006 ,2011 
1205,2-96-2,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,SECRETARIA DISTRITAL ,2016 ,2016 
1206,2-96-3,1, , , , 
1207,2-97-2,1, , , , 
1208,2-97-3,1, , , , 
1209,2-97-4,1, , , , 
1210,2-98-2,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL QATUN TARPUY ,"COORDINADOR POLÍTICO DISTRITAL ""QATUN TARPUY"" SIVIA ",2014 ,2018 
1211,2-98-3,1,ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL MIVA - CARMEN ALTO ,MIEMBRO DEL COMITÉ ,2010 ,2011 
1212,2-99-2,1,PARTIDO POLÍTICO PERU POSIBLE ,PRESIDENTE DEL COMITE PROVINCIAL DE JUVENTUDES ,2000 ,2001 
1213,2-99-3,1, , , , 
1214,2-99-5,1, , , , 
1215,2-99-6,1, , , , 
1216,2-100-1,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SUB SECRETARIO DE ORGANIZACION PROVINCIAL DE LORETO ,2002 ,2005 
1217,2-100-1,2,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SUB SECRETARIO DE JUVENTUDES PROVINCIAL DE LORETO ,2001 ,2002 
1218,2-100-2,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL DE LA JUVENTUD APRISTA ,2000 ,2004 
1219,2-100-3,1, , , , 
1220,2-100-4,1, , , , 
1221,2-101-1,1, , , , 
1222,2-101-2,1, , , , 
1223,2-101-3,1, , , , 
1224,2-102-1,1, , , , 
1225,2-102-2,1, , , , 
1226,2-102-3,1, , , , 
1227,2-102-4,1, , , , 
1228,2-104-1,1, , , , 
1229,2-104-2,1, , , , 
1230,2-104-3,1, , , , 
1231,2-104-4,1, , , , 
1232,2-104-5,1, , , , 
1233,2-105-1,1, , , , 
1234,2-105-2,1, , , , 
1235,2-105-3,1, , , , 
1236,2-106-2,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL CAJAMARCA SIEMPRE VERDE ,PERSONERO LEGAL TITULAR ,2010 ,2019 
1237,2-106-3,1, , , , 
1238,2-107-2,1, , , , 
1239,2-108-1,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,RESPONSABLE POLITICO REGIONAL ,2019 ,HASTA LA ACTUALIDAD
1240,2-108-2,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIA DEL INTERIOR ,1987 ,1993 
1241,2-108-3,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL YO SOY CALLAO ,SECRETARIO GENERAL ,2015 ,2019 
1242,2-108-4,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,DIRECCIÓN REGIONAL DE ADMINISTRACIÓN ,2019 ,2019 
1243,2-109-1,1, , , , 
1244,2-109-2,1, , , , 
1245,2-109-3,1, , , , 
1246,2-110-1,1, , , , 
1247,2-110-2,1, , , , 
1248,2-110-3,1, , , , 
1249,2-111-1,1,PARTIDO POLÍTICO FUERZA POPULAR ,SECRETARIO GENERAL PROVINCIAL ,2010 ,2013 
1250,2-111-2,1, , , , 
1251,2-111-3,1, , , , 
1252,2-111-4,1, , , , 
1253,2-112-1,1, , , , 
1254,2-112-2,1, , , , 
1255,2-112-3,1, ,REGIDOR PROVINCIAL ,1999 ,2002 
1256,2-112-3,2,PARTIDO POLÍTICO UNION POR EL PERU ,REGIDOR PROVINCIAL ,2007 ,2010 
1257,2-112-4,1, , , , 
1258,2-112-6,1, , , , 
1259,2-113-1,1, , , , 
1260,2-113-2,1, , , , 
1261,2-113-3,1, , , , 
1262,2-114-1,1, , , , 
1263,2-114-2,1, , , , 
1264,2-114-3,1, , , , 
1265,2-114-4,1, , , , 
1266,2-114-5,1, , , , 
1267,2-114-6,1,PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO ,SECRETARIA DE JUVENTUD ,2005 ,2015 
1268,2-115-2,1,PARTIDO POLÍTICO PARTIDO DESCENTRALISTA FUERZA SOCIAL ,FUNDADOR - MIEMBRO DEL COMITE DE HUACHO ,2010 ,2012 
1269,2-115-3,1,PARTIDO POLÍTICO PERU LIBRE ,SECRETARIA DE ORGANIZACION SUR ,2019 ,HASTA LA ACTUALIDAD
1270,2-115-3,2,PARTIDO POLÍTICO PARTIDO RENACIMIENTO ANDINO ,ADHERENTE FUNDACIONAL - MIEMBRO DE CONVENCION NACIONAL EXTRAORDINARIA ,2004 ,2007 
1271,2-115-4,1, , , , 
1272,2-115-5,1, , , , 
1273,2-115-6,1,PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO ,SECRETARIO DE ORGANIZACION COMITE VENEZUELA ,2008 ,2010 
1274,2-115-7,1,PARTIDO POLÍTICO PERU LIBRE ,SECRETARIA GENERAL DISTRITAL ,2019 ,HASTA LA ACTUALIDAD
1275,2-115-8,1, , , , 
1276,2-115-9,1, , , , 
1277,2-115-10,1, , , , 
1278,2-115-11,1, , , , 
1279,2-115-12,1, , , , 
1280,2-115-13,1,PARTIDO POLÍTICO PERU LIBRE ,SECRETARIO DE ORGANIZACION CER LIMA ,2017 ,HASTA LA ACTUALIDAD
1281,2-115-14,1, , , , 
1282,2-115-15,1, , , , 
1283,2-115-16,1, , , , 
1284,2-115-17,1, , , , 
1285,2-115-18,1, , , , 
1286,2-115-19,1, , , , 
1287,2-115-21,1, , , , 
1288,2-115-22,1, , , , 
1289,2-115-23,1, , , , 
1290,2-115-24,1, , , , 
1291,2-115-25,1, , , , 
1292,2-115-26,1, , , , 
1293,2-115-27,1,PARTIDO POLÍTICO PERU LIBRE ,SECRETARIO DISTRITAL DE MAGDALENA ,2016 ,HASTA LA ACTUALIDAD
1294,2-115-28,1, , , , 
1295,2-115-30,1, , , , 
1296,2-115-32,1, , , , 
1297,2-115-35,1, , , , 
1298,2-115-36,1, , , , 
1299,2-116-1,1, , , , 
1300,2-116-2,1,ALIANZA ELECTORAL TODOS SOMOS AMAZONAS ,PERSONERO LEGAL ,2014 ,2018 
1301,2-116-3,1, , , , 
1302,2-117-1,1,PARTIDO POLÍTICO JUNTOS POR EL PERU ,SECRETARIA NACIONAL DE LA MUJER ,2017 ,HASTA LA ACTUALIDAD
1303,2-117-2,1, , , , 
1304,2-117-3,1, , , , 
1305,2-118-3,1, , , , 
1306,2-119-3,1, , , , 
1307,2-120-1,1, , , , 
1308,2-120-2,1,PARTIDO POLÍTICO PODEMOS POR EL PROGRESO DEL PERU ,SECRETARIO DE ORGANIZACION - AREQUIPA ,2017 ,HASTA LA ACTUALIDAD
1309,2-120-3,1, , , , 
1310,2-120-4,1, , , , 
1311,2-120-5,1, , , , 
1312,2-120-6,1, , , , 
1313,2-121-1,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO DEPARTAMENTAL DE PLANIFICACION Y DESARROLLO ,2017 ,HASTA LA ACTUALIDAD
1314,2-121-2,1,PARTIDO POLÍTICO ACCION POPULAR ,PERSONERO LEGAL TITULAR ,2014 ,2014 
1315,2-122-1,1, , , , 
1316,2-122-2,1, , , , 
1317,2-122-3,1, , , , 
1318,2-123-1,1, , , , 
1319,2-123-2,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIA GENERAL DISTRITO HUAURA ,2019 ,HASTA LA ACTUALIDAD
1320,2-123-3,1,PARTIDO POLÍTICO PARTIDO MORADO ,AFILIADO MIEMBRO DEL COMITÉ DE LIMA PROVINCIA DE CAÑETE ,2018 ,HASTA LA ACTUALIDAD
1321,2-123-4,1, , , , 
1322,2-124-2,1, , , , 
1323,2-125-1,1, , , , 
1324,2-125-2,1, , , , 
1325,2-125-3,1, , , , 
1326,2-126-2,1, , , , 
1327,2-126-3,1, , , , 
1328,2-126-5,1, , , , 
1329,2-126-6,1, , , , 
1330,2-127-2,1, , , , 
1331,2-127-3,1, , , , 
1332,2-128-1,1,PARTIDO POLÍTICO VAMOS PERU ,SECRETARIO REGIONAL ,2013 ,2018 
1333,2-128-2,1, , , , 
1334,2-128-3,1, , , , 
1335,2-129-1,1, , , , 
1336,2-129-2,1, , , , 
1337,2-129-3,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA ,SECRETARIO DE ORGANIZACIÓN DE BASES ,2009 ,2014 
1338,2-129-5,1, , , , 
1339,2-129-6,1, , , , 
1340,2-130-1,1, , , , 
1341,2-130-2,1, , , , 
1342,2-130-3,1, , , , 
1343,2-130-4,1, , , , 
1344,2-130-5,1, , , , 
1345,2-130-6,1, , , , 
1346,2-131-2,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL ,2015 ,HASTA LA ACTUALIDAD
1347,2-131-3,1, , , , 
1348,2-131-4,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIA DE LA MUJER ,2017 ,HASTA LA ACTUALIDAD
1349,2-131-5,1, , , , 
1350,2-131-6,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL ,2010 ,2015 
1351,2-132-1,1,PARTIDO POLÍTICO PERU LIBRE ,COORDINADOR NACIONAL DE ORGANIZACION ,2015 ,2016 
1352,2-132-2,1, , , , 
1353,2-133-3,1, , , , 
1354,2-133-4,1, , , , 
1355,2-134-1,1, , , , 
1356,2-135-1,1, , , , 
1357,2-135-2,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO ,SECRETARIO PRENSA Y PROPAGANDA ,2014 ,HASTA LA ACTUALIDAD
1358,2-135-3,1, , , , 
1359,2-136-1,1, , , , 
1360,2-136-2,1,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,SECRETARIA GENERAL DE LA PROVINCIA DE TRUJILLO ,2015 ,2017 
1361,2-136-3,1, , , , 
1362,2-136-4,1, , , , 
1363,2-136-5,1, , , , 
1364,2-136-7,1, , , , 
1365,2-137-1,1, , , , 
1366,2-137-3,1, , , , 
1367,2-138-1,1, , , , 
1368,2-138-2,1, , , , 
1369,2-138-3,1, , , , 
1370,2-139-1,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO GENERAL REGIONAL ,2015 ,2019 
1371,2-139-2,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO GENERAL PROVINCIAL SAN MARTÍN ,2019 ,2019 
1372,2-139-2,2,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO DE TALENTOS PROVINCIAL SAN MARTIN ,2019 ,2019 
1373,2-139-4,1, , , , 
1374,2-140-1,1, , , , 
1375,2-140-2,1,PARTIDO POLÍTICO PERU PATRIA SEGURA ,SECRETARIO DEPARTAMENTAL ,2017 ,HASTA LA ACTUALIDAD
1376,2-140-2,2,CAMBIO 90 ,SECRETARIO DEPARTAMENTAL JUVENTUDES ,1990 ,1992 
1377,2-140-3,1, , , , 
1378,2-140-4,1, , , , 
1379,2-141-1,1, , , , 
1380,2-141-3,1,UNION DEMOCRATICA ,PERSONERO LEGAL ,1989 ,1990 
1381,2-141-4,1, , , , 
1382,2-142-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL JUNTOS SI SE PUEDE ,FUNDADOR ,2009 ,2011 
1383,2-142-1,2,PARTIDO POLÍTICO PARTIDO MORADO ,FUNDADOR ,2017 ,HASTA LA ACTUALIDAD
1384,2-142-2,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO PROVINCIAL DE HUANTA ,2017 ,HASTA LA ACTUALIDAD
1385,2-142-3,1, , , , 
1386,2-143-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POPULAR KALLPA ,PERSONERO LEGAL ALTERNO ,2006 ,2014 
1387,2-143-1,2,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POPULAR KALLPA ,SUB SECRETARIO GENERAL REGIONAL ,2006 ,2014 
1388,2-143-3,1, , , , 
1389,2-145-1,1,PARTIDO POLÍTICO TODOS POR EL PERU ,COORDINADOR REGIONAL ,2018 ,2019 
1390,2-145-2,1, , , , 
1391,2-145-3,1, , , , 
1392,2-145-4,1, , , , 
1393,2-145-5,1, , , , 
1394,2-145-6,1,PARTIDO POLÍTICO FUERZA POPULAR ,MIEMBRO COMITÉ ELECTORAL ,2014 ,2019 
1395,2-146-1,1,PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO ,SECRETARIO GENERAL ,2015 ,2016 
1396,2-146-1,2,MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE PATRIOTA PERUANO ,SECRETARIO GENERAL ,2019 ,HASTA LA ACTUALIDAD
1397,2-146-2,1, , , , 
1398,2-146-3,1, , , , 
1399,2-146-4,1, , , , 
1400,2-146-5,1, , , , 
1401,2-147-1,1, , , , 
1402,2-147-2,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO REGIONAL TRANSITORIO ,2018 ,2019 
1403,2-147-3,1, , , , 
1404,2-148-2,1, , , , 
1405,2-148-5,1, , , , 
1406,2-149-1,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIA DE A.S. COMANDO UNIVERSITARIO ,1979 ,1981 
1407,2-149-1,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIA DE COMANDO FEMENINO ,1982 ,1984 
1408,2-149-2,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DEPARTAMENTAL ,2006 ,2008 
1409,2-149-3,1, , , , 
1410,2-149-4,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DEPARTAMENTAL ,2011 ,2013 
1411,2-149-4,2,PARTIDO POLÍTICO ACCION POPULAR ,VICESECRETARIO DE POLITICA ,2009 ,2011 
1412,2-149-5,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO ECONOMIA ,2015 ,2017 
1413,2-149-5,2,PARTIDO POLÍTICO ACCION POPULAR ,VICESECRETARIO DE ORGANIZACION ,2017 ,2019 
1414,2-149-6,1, , , , 
1415,2-150-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO DE INTEGRACION POR EL DESARROLLO REGIONAL (MI CASITA) ,SECRETARIO DE PRENSA Y PROPAGANDA ,2015 ,HASTA LA ACTUALIDAD
1416,2-150-2,1, , , , 
1417,2-150-3,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIA PROVINCIAL ,1975 ,1990 
1418,2-150-4,1, , , , 
1419,2-150-5,1,PARTIDO POLÍTICO PARTIDO POLITICO ADELANTE ,SECRETARIO GENERAL ,2005 ,2010 
1420,2-150-5,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO DE JUVENTUDES ,1978 ,1981 
1421,3-1-1,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO GENERAL REGIONAL ,2019 ,HASTA LA ACTUALIDAD
1422,3-1-2,1, , , , 
1423,3-1-3,1, , , , 
1424,3-1-5,1, , , , 
1425,3-2-1,1, , , , 
1426,3-2-2,1, , , , 
1427,3-2-3,1, , , , 
1428,3-2-4,1, , , , 
1429,3-2-5,1, , , , 
1430,3-3-4,1, , , , 
1431,3-4-1,1, , , , 
1432,3-4-3,1, , , , 
1433,3-4-5,1, , , , 
1434,3-5-1,1, , , , 
1435,3-5-2,1, , , , 
1436,3-5-3,1, , , , 
1437,3-5-4,1, , , , 
1438,3-6-2,1, , , , 
1439,3-6-3,1, , , , 
1440,3-6-4,1, , , , 
1441,3-6-5,1, , , , 
1442,3-7-1,1, , , , 
1443,3-7-2,1, , , , 
1444,3-7-3,1, , , , 
1445,3-8-3,1, , , , 
1446,3-9-1,1,MOVIMIENTO NUEVA IZQUIERA ,MIEMBRO-COMITE DEPARTAMENTAL ,2004 ,2007 
1447,3-9-2,1, , , , 
1448,3-9-3,1, , , , 
1449,3-9-4,1, , , , 
1450,3-9-5,1, , , , 
1451,3-9-6,1, , , , 
1452,3-10-1,1, , , , 
1453,3-10-2,1, , , , 
1454,3-10-3,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,RESPONSABLE POLITICO ,2019 ,HASTA LA ACTUALIDAD
1455,3-10-4,1, , , , 
1456,3-11-1,1, , , , 
1457,3-11-2,1, , , , 
1458,3-11-3,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",PERSONERO LEGAL ALTERNO ,2017 ,2019 
1459,3-11-4,1, , , , 
1460,3-11-5,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",MIEMBRO COMISION POLITICA NACIONAL ,2017 ,HASTA LA ACTUALIDAD
1461,3-11-6,1, , , , 
1462,3-11-7,1, , , , 
1463,3-11-8,1, , , , 
1464,3-11-9,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",FUNDADOR ,2010 ,HASTA LA ACTUALIDAD
1465,3-11-11,1, , , , 
1466,3-11-12,1, , , , 
1467,3-11-13,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",COORDINADOR DISTRITAL COMAS ,2013 ,2015 
1468,3-11-14,1, , , , 
1469,3-11-15,1, , , , 
1470,3-11-16,1, , , , 
1471,3-11-17,1, , , , 
1472,3-11-18,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",MIEMBRO DE LA COMISION POLITICA NACIONAL ,2010 ,2014 
1473,3-11-18,2,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",FUNDADOR ,2010 ,2014 
1474,3-11-19,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",COORDINADOR ALTERNO DE LA COMISION POLITICA - LIMA CENTRO ,2019 ,2019 
1475,3-11-20,1, , , , 
1476,3-11-21,1, , , , 
1477,3-11-22,1, , , , 
1478,3-11-23,1, , , , 
1479,3-11-24,1, , , , 
1480,3-11-26,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",COORDINADORA DISTRITAL ,2019 ,2019 
1481,3-11-27,1, , , , 
1482,3-11-28,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",MIEMBRO DE LA COMISION POLITICA DE LIMA METROPOLITANA ,2019 ,HASTA LA ACTUALIDAD
1483,3-11-29,1, , , , 
1484,3-11-30,1, , , , 
1485,3-11-31,1, , , , 
1486,3-11-32,1, , , , 
1487,3-11-33,1, , , , 
1488,3-11-34,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",TESORERA SUPLENTE ,2012 ,2017 
1489,3-11-35,1, , , , 
1490,3-11-36,1, , , , 
1491,3-12-1,1, , , , 
1492,3-12-2,1, , , , 
1493,3-12-3,1, , , , 
1494,3-13-2,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO POLÍTICO PROVINCIAL DE LAMBAYEQUE ,2016 ,HASTA LA ACTUALIDAD
1495,3-13-3,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO REGIONAL ADJUNTO DE ORGANIZACIÓN ,2019 ,HASTA LA ACTUALIDAD
1496,3-13-3,2,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO REGIONAL DE JÓVENES MORADOS LAMBAYEQUE ,2016 ,2017 
1497,3-13-4,1,PARTIDO POLÍTICO PARTIDO MORADO ,RESPONSABLE REGIONAL DE PRO MUJER LIDERESAS MORADAS ,2019 ,HASTA LA ACTUALIDAD
1498,3-13-4,2,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIA PROVINCIAL DE ORGANIZACIÓN DE CHICLAYO ,2018 ,2019 
1499,3-13-5,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIA PROVINCIAL DE TALENTOS DE FERREÑAFE ,2018 ,2018 
1500,3-14-1,1, , , , 
1501,3-14-2,1, , , , 
1502,3-14-3,1, , , , 
1503,3-15-1,1, , , , 
1504,3-15-2,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL ACUERDO POPULAR UNIFICADO ,PERSONERA LEGAL TITULAR ,2019 ,HASTA LA ACTUALIDAD
1505,3-15-3,1, , , , 
1506,3-15-4,1,PARTIDO POLÍTICO PERU POSIBLE ,SECRETARIA DE JUVENTUDES BASE CANCHIS ,2005 ,2012 
1507,3-15-5,1, , , , 
1508,3-16-3,1, , , , 
1509,3-16-4,1, , , , 
1510,3-16-5,1, , , , 
1511,3-16-6,1, , , , 
1512,3-17-2,1, , , , 
1513,3-17-3,1, , , , 
1514,3-18-1,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,SECRETARIO EJECUTIVO NACIONAL ,2019 ,HASTA LA ACTUALIDAD
1515,3-18-2,1, , , , 
1516,3-18-3,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,SECRETARIA NACIONAL DE JUVENTUDES ,2019 ,HASTA LA ACTUALIDAD
1517,3-18-4,1, , , , 
1518,3-18-5,1, , , , 
1519,3-18-6,1, , , , 
1520,3-18-7,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,DIRECCIÓN EJECUTIVA NACIONAL ,2012 ,2014 
1521,3-18-7,2,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,DIRECCIÓN NACIONAL ELECTORAL ,2014 ,2018 
1522,3-19-1,1, , , , 
1523,3-19-2,1, , , , 
1524,3-19-3,1, , , , 
1525,3-19-4,1, , , , 
1526,3-20-1,1, , , , 
1527,3-20-2,1,PARTIDO POLÍTICO PERU LIBRE ,SECRETARIO DE DEFENSA ,2019 ,HASTA LA ACTUALIDAD
1528,3-20-3,1, , , , 
1529,3-20-4,1, , , , 
1530,3-20-5,1, , , , 
1531,3-21-1,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SUB SECRETARIO GENERAL DE LA REGION AYACUCHO ,2014 ,HASTA LA ACTUALIDAD
1532,3-21-2,1, , , , 
1533,3-21-3,1, , , , 
1534,3-22-1,1, , , , 
1535,3-22-2,1, , , , 
1536,3-22-3,1, , , , 
1537,3-23-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE REGIONAL PODER COMUNAL ,SECRETARIA DE IDEOLOGÍA Y POLÍTICA REGIONAL ,2013 ,2015 
1538,3-23-3,1, , , , 
1539,3-24-1,1, , , , 
1540,3-24-3,1, , , , 
1541,3-24-5,1, , , , 
1542,3-25-1,1, , , , 
1543,3-25-2,1, , , , 
1544,3-25-3,1,PARTIDO POLÍTICO FUERZA POPULAR ,COORDINADOR REGIONAL DE JUVENTUDES ,2015 ,2016 
1545,3-25-3,2,PARTIDO POLÍTICO FUERZA POPULAR ,COORDINADOR REGIONAL DE JUVENTUDES ,2015 ,2016 
1546,3-25-4,1, , , , 
1547,3-25-5,1, , , , 
1548,3-25-6,1, , , , 
1549,3-25-7,1, , , , 
1550,3-26-1,1, , , , 
1551,3-26-2,1, , , , 
1552,3-26-3,1,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,PERSONERO LEGAL TITULAR ,2006 ,2006 
1553,3-26-3,2,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,PERSONERO LEGAL TITULAR ,2018 ,2018 
1554,3-26-4,1, , , , 
1555,3-27-1,1, , , , 
1556,3-27-2,1, , , , 
1557,3-27-3,1, , , , 
1558,3-28-1,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DISTRITAL ,2009 ,2011 
1559,3-28-2,1, , , , 
1560,3-28-3,1, , , , 
1561,3-28-4,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIA GENERAL PROVINCIAL ,2009 ,2011 
1562,3-29-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL FUERZA POR MADRE DE DIOS ,DIRECTOR EJECUTIVO REGIONAL ,2017 ,2019 
1563,3-29-2,1, , , , 
1564,3-29-3,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INTERCULTURAL REGIONAL ,PRESIDENTE ,2017 ,HASTA LA ACTUALIDAD
1565,3-30-1,1, , , , 
1566,3-30-2,1,PARTIDO POLÍTICO PERU POSIBLE ,SECRETARIA NACIONAL DE POLITICA ,2012 ,2016 
1567,3-30-3,1, , , , 
1568,3-30-4,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,RESPONSABLE POLITICO PROVINCIAL LIMA METROPOLITANA ,2018 ,HASTA LA ACTUALIDAD
1569,3-30-4,2,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,MIEMBRO SUPLENTE DIRECCION NACIONAL ELECTORAL ,2018 ,2019 
1570,3-30-5,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL VOZ VERDE ,FUNDADOR-SECRETARIO GENERAL -COORDINADOR ,2005 ,2005 
1571,3-30-6,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,SECRETARIA DE LA MUJER - CARABAYLLO ,2014 ,2018 
1572,3-30-6,2,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,SECRETARIA DE LA MUJER - CARABAYLLO ,2018 ,2019 
1573,3-30-7,1, , , , 
1574,3-30-8,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,RESPONSABLE POLITICO ,2018 ,HASTA LA ACTUALIDAD
1575,3-30-9,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,1ER SUB SECRETARIO DEPARTAMENTAL ,2011 ,2015 
1576,3-30-9,2,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIO DISTRITAL ,2015 ,2017 
1577,3-30-10,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL FUERZA CHALACA ,PERSONERO LEGAL TITULAR ,2016 ,2019 
1578,3-30-11,1, , , , 
1579,3-30-12,1, , , , 
1580,3-30-13,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,SECRETARIO DISTRITAL ,2013 ,2018 
1581,3-30-14,1, , , , 
1582,3-30-15,1, , , , 
